ind,aggregation_code,county_name,aggregation_name,cohort,gender,dropout_pct,PUPIL_COUNT_TOT,PER_FEDERAL_EXP,PER_STATE_LOCAL_EXP,PER_TEACH_INEXP,TEACH_PER_PUPIL,ATTENDANCE_RATE,PER_SUSPENSIONS,PER_FREE_LUNCH,cty_pop_under_18,cty_pop_over_65,cty_female,cty_foreign_born,cty_owner_occupied,cty_housing_unit_median_value,cty_pers_pers_household,cty_same_house,cty_non_english,cty_with_computer,cty_with_internet,cty_hs_graduates,cty_uni_degree,cty_time_to_work,cty_med_household_income,cty_poverty,cty_pop_density,COUNSELORS_PER_PUPIL,SOCIAL_PER_PUPIL
5725,451001040002,ORLEANS,L A WEBBER HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.0,280.0,390.0,16713.0,0.17,0.10714285714285714,0.96,0.01,0.3,0.193,0.184,0.501,0.028999999999999998,0.7509999999999999,101400,2.26,0.8959999999999999,0.061,0.868,0.821,0.877,0.163,25.6,52958,0.132,103.11046363032256,0.0035714285714285713,0.0
5726,451001040002,ORLEANS,L A WEBBER HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,280.0,390.0,16713.0,0.17,0.10714285714285714,0.96,0.01,0.3,0.193,0.184,0.501,0.028999999999999998,0.7509999999999999,101400,2.26,0.8959999999999999,0.061,0.868,0.821,0.877,0.163,25.6,52958,0.132,103.11046363032256,0.0035714285714285713,0.0
5727,451001040002,ORLEANS,L A WEBBER HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.03571428571428571,280.0,390.0,16713.0,0.17,0.10714285714285714,0.96,0.01,0.3,0.193,0.184,0.501,0.028999999999999998,0.7509999999999999,101400,2.26,0.8959999999999999,0.061,0.868,0.821,0.877,0.163,25.6,52958,0.132,103.11046363032256,0.0035714285714285713,0.0
5728,451001040002,ORLEANS,L A WEBBER HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,280.0,390.0,16713.0,0.17,0.10714285714285714,0.96,0.01,0.3,0.193,0.184,0.501,0.028999999999999998,0.7509999999999999,101400,2.26,0.8959999999999999,0.061,0.868,0.821,0.877,0.163,25.6,52958,0.132,103.11046363032256,0.0035714285714285713,0.0
5729,451001040002,ORLEANS,L A WEBBER HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.043478260869565216,280.0,390.0,16713.0,0.17,0.10714285714285714,0.96,0.01,0.3,0.193,0.184,0.501,0.028999999999999998,0.7509999999999999,101400,2.26,0.8959999999999999,0.061,0.868,0.821,0.877,0.163,25.6,52958,0.132,103.11046363032256,0.0035714285714285713,0.0
5730,460102040006,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.12,540.0,429.0,14581.0,0.11,0.08148148148148149,0.93,0.1,0.52,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005555555555555556,0.001851851851851852
5731,460102040006,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.0975609756097561,540.0,429.0,14581.0,0.11,0.08148148148148149,0.93,0.1,0.52,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005555555555555556,0.001851851851851852
5732,460102040006,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.16981132075471697,540.0,429.0,14581.0,0.11,0.08148148148148149,0.93,0.1,0.52,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005555555555555556,0.001851851851851852
5733,460102040006,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.1509433962264151,540.0,429.0,14581.0,0.11,0.08148148148148149,0.93,0.1,0.52,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005555555555555556,0.001851851851851852
5734,460102040006,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.07547169811320754,540.0,429.0,14581.0,0.11,0.08148148148148149,0.93,0.1,0.52,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005555555555555556,0.001851851851851852
5735,460102040006,OSWEGO,ALTMAR-PARISH-WILLIAMSTOWN HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.10810810810810811,540.0,429.0,14581.0,0.11,0.08148148148148149,0.93,0.1,0.52,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005555555555555556,0.001851851851851852
5736,460500010005,OSWEGO,G RAY BODLEY HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.046875,956.0,693.0,15390.0,0.11,0.0794979079497908,0.89,0.06,0.61,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0041841004184100415,0.0010460251046025104
5737,460500010005,OSWEGO,G RAY BODLEY HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.10429447852760736,956.0,693.0,15390.0,0.11,0.0794979079497908,0.89,0.06,0.61,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0041841004184100415,0.0010460251046025104
5738,460500010005,OSWEGO,G RAY BODLEY HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.08943089430894309,956.0,693.0,15390.0,0.11,0.0794979079497908,0.89,0.06,0.61,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0041841004184100415,0.0010460251046025104
5739,460500010005,OSWEGO,G RAY BODLEY HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.11805555555555555,956.0,693.0,15390.0,0.11,0.0794979079497908,0.89,0.06,0.61,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0041841004184100415,0.0010460251046025104
5740,460500010005,OSWEGO,G RAY BODLEY HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.08333333333333333,956.0,693.0,15390.0,0.11,0.0794979079497908,0.89,0.06,0.61,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0041841004184100415,0.0010460251046025104
5741,460500010005,OSWEGO,G RAY BODLEY HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.11290322580645161,956.0,693.0,15390.0,0.11,0.0794979079497908,0.89,0.06,0.61,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0041841004184100415,0.0010460251046025104
5742,460701040002,OSWEGO,HANNIBAL  HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.06451612903225806,404.0,302.0,14263.0,0.14,0.0891089108910891,0.9,0.13,0.65,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0049504950495049506,0.0
5743,460701040002,OSWEGO,HANNIBAL  HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.11363636363636363,404.0,302.0,14263.0,0.14,0.0891089108910891,0.9,0.13,0.65,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0049504950495049506,0.0
5744,460701040002,OSWEGO,HANNIBAL  HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.10344827586206896,404.0,302.0,14263.0,0.14,0.0891089108910891,0.9,0.13,0.65,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0049504950495049506,0.0
5745,460701040002,OSWEGO,HANNIBAL  HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.17857142857142858,404.0,302.0,14263.0,0.14,0.0891089108910891,0.9,0.13,0.65,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0049504950495049506,0.0
5746,460701040002,OSWEGO,HANNIBAL  HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0784313725490196,404.0,302.0,14263.0,0.14,0.0891089108910891,0.9,0.13,0.65,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0049504950495049506,0.0
5747,460701040002,OSWEGO,HANNIBAL  HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.1016949152542373,404.0,302.0,14263.0,0.14,0.0891089108910891,0.9,0.13,0.65,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0049504950495049506,0.0
5748,460801060005,OSWEGO,PAUL V MOORE HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.09929078014184398,1111.0,339.0,12444.0,0.07,0.07650765076507651,0.92,0.04,0.34,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.004500450045004501,0.0
5749,460801060005,OSWEGO,PAUL V MOORE HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.09210526315789473,1111.0,339.0,12444.0,0.07,0.07650765076507651,0.92,0.04,0.34,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.004500450045004501,0.0
5750,460801060005,OSWEGO,PAUL V MOORE HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.06976744186046512,1111.0,339.0,12444.0,0.07,0.07650765076507651,0.92,0.04,0.34,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.004500450045004501,0.0
5751,460801060005,OSWEGO,PAUL V MOORE HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.143646408839779,1111.0,339.0,12444.0,0.07,0.07650765076507651,0.92,0.04,0.34,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.004500450045004501,0.0
5752,460801060005,OSWEGO,PAUL V MOORE HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.06870229007633588,1111.0,339.0,12444.0,0.07,0.07650765076507651,0.92,0.04,0.34,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.004500450045004501,0.0
5753,460801060005,OSWEGO,PAUL V MOORE HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.08536585365853659,1111.0,339.0,12444.0,0.07,0.07650765076507651,0.92,0.04,0.34,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.004500450045004501,0.0
5754,460901060003,OSWEGO,MEXICO HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.06521739130434782,573.0,199.0,19727.0,0.12,0.1012216404886562,0.93,0.08,0.43,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005235602094240838,0.0017452006980802793
5755,460901060003,OSWEGO,MEXICO HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.0379746835443038,573.0,199.0,19727.0,0.12,0.1012216404886562,0.93,0.08,0.43,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005235602094240838,0.0017452006980802793
5756,460901060003,OSWEGO,MEXICO HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.027777777777777776,573.0,199.0,19727.0,0.12,0.1012216404886562,0.93,0.08,0.43,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005235602094240838,0.0017452006980802793
5757,460901060003,OSWEGO,MEXICO HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.07894736842105263,573.0,199.0,19727.0,0.12,0.1012216404886562,0.93,0.08,0.43,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005235602094240838,0.0017452006980802793
5758,460901060003,OSWEGO,MEXICO HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.013888888888888888,573.0,199.0,19727.0,0.12,0.1012216404886562,0.93,0.08,0.43,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005235602094240838,0.0017452006980802793
5759,460901060003,OSWEGO,MEXICO HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.041666666666666664,573.0,199.0,19727.0,0.12,0.1012216404886562,0.93,0.08,0.43,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.005235602094240838,0.0017452006980802793
5760,461300010008,OSWEGO,OSWEGO HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.11409395973154363,1077.0,327.0,15834.0,0.1,0.07985143918291551,0.9,0.11,0.39,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.003714020427112349,0.0018570102135561746
5761,461300010008,OSWEGO,OSWEGO HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.20689655172413793,1077.0,327.0,15834.0,0.1,0.07985143918291551,0.9,0.11,0.39,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.003714020427112349,0.0018570102135561746
5762,461300010008,OSWEGO,OSWEGO HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.10236220472440945,1077.0,327.0,15834.0,0.1,0.07985143918291551,0.9,0.11,0.39,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.003714020427112349,0.0018570102135561746
5763,461300010008,OSWEGO,OSWEGO HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.17261904761904762,1077.0,327.0,15834.0,0.1,0.07985143918291551,0.9,0.11,0.39,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.003714020427112349,0.0018570102135561746
5764,461300010008,OSWEGO,OSWEGO HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.06015037593984962,1077.0,327.0,15834.0,0.1,0.07985143918291551,0.9,0.11,0.39,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.003714020427112349,0.0018570102135561746
5765,461300010008,OSWEGO,OSWEGO HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.1111111111111111,1077.0,327.0,15834.0,0.1,0.07985143918291551,0.9,0.11,0.39,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.003714020427112349,0.0018570102135561746
5766,461801040001,OSWEGO,PULASKI MIDDLE - MIDDLE HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.075,296.0,1144.0,23251.0,0.09,0.11824324324324324,0.91,0.1,0.38,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0033783783783783786,0.0
5767,461801040001,OSWEGO,PULASKI MIDDLE - MIDDLE HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.125,296.0,1144.0,23251.0,0.09,0.11824324324324324,0.91,0.1,0.38,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0033783783783783786,0.0
5768,461801040001,OSWEGO,PULASKI MIDDLE - MIDDLE HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.023255813953488372,296.0,1144.0,23251.0,0.09,0.11824324324324324,0.91,0.1,0.38,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0033783783783783786,0.0
5769,461801040001,OSWEGO,PULASKI MIDDLE - MIDDLE HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.13333333333333333,296.0,1144.0,23251.0,0.09,0.11824324324324324,0.91,0.1,0.38,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0033783783783783786,0.0
5770,461801040001,OSWEGO,PULASKI MIDDLE - MIDDLE HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,296.0,1144.0,23251.0,0.09,0.11824324324324324,0.91,0.1,0.38,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0033783783783783786,0.0
5771,461801040001,OSWEGO,PULASKI MIDDLE - MIDDLE HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.041666666666666664,296.0,1144.0,23251.0,0.09,0.11824324324324324,0.91,0.1,0.38,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.0033783783783783786,0.0
5772,461901040001,OSWEGO,SANDY CREEK HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.041666666666666664,202.0,463.0,23532.0,0.0,0.15841584158415842,0.96,0.06,0.44,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.009900990099009901,0.0
5773,461901040001,OSWEGO,SANDY CREEK HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.0,202.0,463.0,23532.0,0.0,0.15841584158415842,0.96,0.06,0.44,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.009900990099009901,0.0
5774,461901040001,OSWEGO,SANDY CREEK HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.03333333333333333,202.0,463.0,23532.0,0.0,0.15841584158415842,0.96,0.06,0.44,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.009900990099009901,0.0
5775,461901040001,OSWEGO,SANDY CREEK HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.0,202.0,463.0,23532.0,0.0,0.15841584158415842,0.96,0.06,0.44,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.009900990099009901,0.0
5776,461901040001,OSWEGO,SANDY CREEK HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,202.0,463.0,23532.0,0.0,0.15841584158415842,0.96,0.06,0.44,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.009900990099009901,0.0
5777,461901040001,OSWEGO,SANDY CREEK HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,202.0,463.0,23532.0,0.0,0.15841584158415842,0.96,0.06,0.44,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.009900990099009901,0.0
5778,462001060006,OSWEGO,JOHN C BIRDLEBOUGH HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.028169014084507043,490.0,727.0,19298.0,0.1,0.1,0.91,0.12,0.47000000000000003,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.006122448979591836,0.0020408163265306124
5779,462001060006,OSWEGO,JOHN C BIRDLEBOUGH HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.1282051282051282,490.0,727.0,19298.0,0.1,0.1,0.91,0.12,0.47000000000000003,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.006122448979591836,0.0020408163265306124
5780,462001060006,OSWEGO,JOHN C BIRDLEBOUGH HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.028985507246376812,490.0,727.0,19298.0,0.1,0.1,0.91,0.12,0.47000000000000003,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.006122448979591836,0.0020408163265306124
5781,462001060006,OSWEGO,JOHN C BIRDLEBOUGH HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.10294117647058823,490.0,727.0,19298.0,0.1,0.1,0.91,0.12,0.47000000000000003,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.006122448979591836,0.0020408163265306124
5782,462001060006,OSWEGO,JOHN C BIRDLEBOUGH HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.058823529411764705,490.0,727.0,19298.0,0.1,0.1,0.91,0.12,0.47000000000000003,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.006122448979591836,0.0020408163265306124
5783,462001060006,OSWEGO,JOHN C BIRDLEBOUGH HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.12,490.0,727.0,19298.0,0.1,0.1,0.91,0.12,0.47000000000000003,0.209,0.168,0.499,0.019,0.728,109500,2.42,0.858,0.037000000000000005,0.917,0.87,0.8909999999999999,0.201,24.8,59070,0.142,123.49603320548522,0.006122448979591836,0.0020408163265306124
5784,470202040003,OTSEGO,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.047619047619047616,154.0,845.0,17593.0,0.06,0.11038961038961038,0.91,0.03,0.43,0.157,0.217,0.515,0.037000000000000005,0.722,150700,2.28,0.868,0.06,0.8909999999999999,0.813,0.9259999999999999,0.33399999999999996,23.0,56171,0.128,58.42467804731955,0.006493506493506494,0.0
5785,470202040003,OTSEGO,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.05,154.0,845.0,17593.0,0.06,0.11038961038961038,0.91,0.03,0.43,0.157,0.217,0.515,0.037000000000000005,0.722,150700,2.28,0.868,0.06,0.8909999999999999,0.813,0.9259999999999999,0.33399999999999996,23.0,56171,0.128,58.42467804731955,0.006493506493506494,0.0
5786,470202040003,OTSEGO,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,154.0,845.0,17593.0,0.06,0.11038961038961038,0.91,0.03,0.43,0.157,0.217,0.515,0.037000000000000005,0.722,150700,2.28,0.868,0.06,0.8909999999999999,0.813,0.9259999999999999,0.33399999999999996,23.0,56171,0.128,58.42467804731955,0.006493506493506494,0.0
5787,470202040003,OTSEGO,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.14285714285714285,154.0,845.0,17593.0,0.06,0.11038961038961038,0.91,0.03,0.43,0.157,0.217,0.515,0.037000000000000005,0.722,150700,2.28,0.868,0.06,0.8909999999999999,0.813,0.9259999999999999,0.33399999999999996,23.0,56171,0.128,58.42467804731955,0.006493506493506494,0.0
5788,470202040003,OTSEGO,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.05263157894736842,154.0,845.0,17593.0,0.06,0.11038961038961038,0.91,0.03,0.43,0.157,0.217,0.515,0.037000000000000005,0.722,150700,2.28,0.868,0.06,0.8909999999999999,0.813,0.9259999999999999,0.33399999999999996,23.0,56171,0.128,58.42467804731955,0.006493506493506494,0.0
5789,470202040003,OTSEGO,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,154.0,845.0,17593.0,0.06,0.11038961038961038,0.91,0.03,0.43,0.157,0.217,0.515,0.037000000000000005,0.722,150700,2.28,0.868,0.06,0.8909999999999999,0.813,0.9259999999999999,0.33399999999999996,23.0,56171,0.128,58.42467804731955,0.006493506493506494,0.0
5790,470501040001,OTSEGO,EDMESTON CENTRAL SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.07692307692307693,372.0,765.0,14632.0,0.18,0.11827956989247312,0.9500000000000001,0.01,0.4,0.157,0.217,0.515,0.037000000000000005,0.722,150700,2.28,0.868,0.06,0.8909999999999999,0.813,0.9259999999999999,0.33399999999999996,23.0,56171,0.128,58.42467804731955,0.005376344086021506,0.0
