ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_PRINC,NUM_TEACH,NUM_COUNSELORS,NUM_SOCIAL,PER_ATTEND,PER_TURN_ALL,PER_TURN_FIVE_YRS
342900010295,PS/IS 295,2020,34290001,NYC GEOG DIST 29,DEON LAVIGNE-JONES,222-14 JAMAICA AVE,QUEENS VILLAGE,7184641433,K-8,1,42,1,0,,,
342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,2020,34290001,NYC GEOG DIST 29,TAMMY HOLLOWAY,145-00 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,7189776181,"6-8, UE",1,25,1,0,,,
342900010356,COMMUNITY VOICES MIDDLE SCHOOL,2020,34290001,NYC GEOG DIST 29,TAMRA COLLINS,145-00 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,7189776180,"6-8, UE",1,30,0,2,,,
342900010360,PS 360,2020,34290001,NYC GEOG DIST 29,RYAN COOKE,199-10 112TH AVE,SAINT ALBANS,7187767370,K-4,1,15,0,0,,,
342900011243,INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS,2020,34290001,NYC GEOG DIST 29,GARETH ROBINSON,207-01 116TH AVE,CAMBRIA HEIGHTS,7187237301,9-12,1,33,1,1,,,
342900011248,QUEENS PREPARATORY ACADEMY,2020,34290001,NYC GEOG DIST 29,TASHON HAYWOOD,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,7187122304,9-12,1,28,0,0,,,
342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,2020,34290001,NYC GEOG DIST 29,KIMBERLY MITCHELL,109-89 204TH ST,SAINT ALBANS,7184544957,6-12,0,55,2,1,,,
342900011265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2020,34290001,NYC GEOG DIST 29,LILLY LUCAS,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,7185256507,"9-12, US",0,32,1,0,,,
342900011272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,2020,34290001,NYC GEOG DIST 29,JANICE SUTTON,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,7185256439,9-12,1,26,1,1,,,
342900011283,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,2020,34290001,NYC GEOG DIST 29,CHARLES ANDERSON,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,7189498405,"6-12, US",1,45,1,1,,,
342900011313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY,2020,34290001,NYC GEOG DIST 29,CARLA THEODOROU,207-01 116TH AVE,CAMBRIA HEIGHTS,7182760150,"9-12, US",1,32,0,1,,,
342900011326,CAMBRIA HEIGHTS ACADEMY,2020,34290001,NYC GEOG DIST 29,MELISSA MENAKE,188-04 91ST AVE,HOLLIS,7187367320,9-12,1,31,1,0,,,
342900011327,EAGLE ACADEMY FOR YOUNG MEN III,2020,34290001,NYC GEOG DIST 29,KENYATTE REID,171-10 LINDEN BLVD,JAMAICA,7184802600,6-12,1,35,2,0,,,
342900011492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2020,34290001,NYC GEOG DIST 29,JOSE CRUZ,207-01 116TH AVE,CAMBRIA HEIGHTS,7189781837,9-12,1,33,2,1,,,
342900011498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2020,34290001,NYC GEOG DIST 29,ROSEMARIE OMARD,207-01 116TH AVE,CAMBRIA HEIGHTS,7189782135,9-12,1,43,2,0,,,
342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,2020,,,KAREN VALBRUN,136-25 218TH ST,SPRINGFIELD GARDENS,7184793753,K-5,0,16,0,0,98,,
342900860974,RIVERTON STREET CHARTER SCHOOL,2020,,,ANDREA WHITEHURST,118-34 RIVERTON ST,SAINT ALBANS,7184818200,K-8,1,0,1,1,,,
342900861077,SUCCESS ACADEMY CS - ROSEDALE,2020,,,CHRISTINA DANIELSEN,147-65 249TH ST,ROSEDALE,3475147060,K-4,1,0,0,0,,,
342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD,2020,,,SUMERA ANSARI,132-55 RIDGEDALE ST-3RD FL,SPRINGFIELD GARDENS,,K-6,2,0,0,0,,,
343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,2020,34300001,NYC GEOG DIST 30,PHILIP COMPOSTO,28-11 QUEENS PLZ N,LONG ISLAND CITY,7183918323,"PK-12, UE, US",48,2570,85,30,97,12,16
343000010002,PS 2 ALFRED ZIMBERG,2020,34300001,NYC GEOG DIST 30,JOSEPH TADDEO,75-10 21ST AVE,EAST ELMHURST,7187281459,"K-5, UE",1,37,1,1,,,
343000010010,IS 10 HORACE GREELEY,2020,34300001,NYC GEOG DIST 30,CLEMENTE LOPES,45-11 31ST AVE,LONG ISLAND CITY,7182787054,"6-8, UE, US",1,61,2,1,,,
343000010011,PS 11 KATHRYN PHELAN,2020,34300001,NYC GEOG DIST 30,ELIZABETH PENA JORGE,54-25 SKILLMAN AVE,WOODSIDE,7187792090,K-6,1,62,1,0,,,
343000010017,PS 17 HENRY DAVID THOREAU,2020,34300001,NYC GEOG DIST 30,REBECCA HEYWARD,28-37 29TH ST,LONG ISLAND CITY,7182781220,"K-5, UE",1,43,1,1,,,
343000010069,PS 69 JACKSON HEIGHTS,2020,34300001,NYC GEOG DIST 30,MARTHA VAZQUEZ,77-02 37TH AVE,JACKSON HEIGHTS,7184247700,"K-5, UE",1,57,1,1,,,
343000010070,PS 70,2020,34300001,NYC GEOG DIST 30,DONNA CONDILES-GELLER,30-45 42ND ST,LONG ISLAND CITY,7187284646,K-5,0,49,1,1,,,
343000010076,PS 76 WILLIAM HALLETT,2020,34300001,NYC GEOG DIST 30,MARY SCHAFENBERG,36-36 10TH ST,LONG ISLAND CITY,7183617464,K-5,1,48,2,0,,,
343000010078,PS/IS 78,2020,34300001,NYC GEOG DIST 30,LOUIS PAVONE,48-09 CENTER BLVD,LONG ISLAND CITY,7183925402,"K-8, UE",1,49,1,0,,,
343000010084,PS 84 STEINWAY,2020,34300001,NYC GEOG DIST 30,JOHN BUFFA,22-45 41ST ST,ASTORIA,7182781915,K-5,1,17,0,1,,,
343000010085,PS 85 JUDGE CHARLES VALLONE,2020,34300001,NYC GEOG DIST 30,ANN GORDON-CHANG,23-70 31ST ST,LONG ISLAND CITY,7182783630,K-5,1,37,1,0,,,
343000010092,PS 92 HARRY T STEWART SR,2020,34300001,NYC GEOG DIST 30,PASQUALE BARATTA,99-01 34TH AVE,CORONA,7185331013,"K-5, UE",1,56,1,1,,,
343000010111,PS 111 JACOB BLACKWELL,2020,34300001,NYC GEOG DIST 30,DIONNE JAGGON,37-15 13TH ST,LONG ISLAND CITY,7187862073,"K-8, US",1,36,1,0,,,
343000010112,PS 112 DUTCH KILLS,2020,34300001,NYC GEOG DIST 30,RAFAEL CAMPOS-GATJENS,25-05 37TH AVE,LONG ISLAND CITY,7187845250,K-5,1,29,1,1,,,
343000010122,PS 122 MAMIE FAY,2020,34300001,NYC GEOG DIST 30,PAMELA SABEL,21-21 DITMARS BLVD,ASTORIA,7187216410,K-8,1,72,2,1,,,
343000010126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,2020,34300001,NYC GEOG DIST 30,ALEXANDER ANGUEIRA,31-51 21ST ST,LONG ISLAND CITY,7182748316,"6-8, UE, US",1,49,2,1,,,
343000010127,PS 127 AEROSPACE SCIENCE MAGNET,2020,34300001,NYC GEOG DIST 30,EVITA SANABRIA,98-01 25TH AVE,EAST ELMHURST,7184464700,"K-8, UE, US",1,84,3,1,,,
343000010141,IS 141 STEINWAY (THE),2020,34300001,NYC GEOG DIST 30,MIRANDA PAVLOU,37-11 21ST AVE,LONG ISLAND CITY,7182786403,"6-8, US",1,76,2,0,,,
343000010145,IS 145 JOSEPH PULITZER,2020,34300001,NYC GEOG DIST 30,DOLORES BECKHAM,33-34 80TH ST,JACKSON HEIGHTS,7184571242,"6-8, US",1,110,3,2,,,
343000010148,PS 148,2020,34300001,NYC GEOG DIST 30,NANCY BIRSON,89-02 32ND AVE,EAST ELMHURST,7188988181,K-5,1,53,2,1,,,
343000010149,PS 149 CHRISTA MCAULIFFE,2020,34300001,NYC GEOG DIST 30,ESTHER SALORIO,93-11 34TH AVE,JACKSON HEIGHTS,7188983630,K-5,1,65,2,0,,,
343000010150,PS 150,2020,34300001,NYC GEOG DIST 30,CARMEN PARACHE,40-01 43RD AVE,LONG ISLAND CITY,7187842252,"K-6, UE",1,59,2,0,,,
343000010151,PS 151 MARY D CARTER,2020,34300001,NYC GEOG DIST 30,SAMANTHA MAISONET,50-05 31ST AVE,WOODSIDE,7187282676,"K-5, UE",1,27,1,0,,,
343000010152,PS 152 GWENDOLYN N ALLEYNE SCHOOL,2020,34300001,NYC GEOG DIST 30,VINCENT VITOLO,33-52 62ND ST,WOODSIDE,7184293141,"K-5, UE",1,61,1,0,,,
343000010166,PS 166 HENRY GRADSTEIN,2020,34300001,NYC GEOG DIST 30,JESSICA GELLER,33-09 35TH AVE,LONG ISLAND CITY,7187866703,K-5,1,55,2,1,,,
343000010171,PS 171 PETER G VAN ALST,2020,34300001,NYC GEOG DIST 30,ANNE BUSSEL,14-14 29TH AVE,LONG ISLAND CITY,7189320909,"K-5, UE",1,32,0,1,,,
343000010204,IS 204 OLIVER W HOLMES,2020,34300001,NYC GEOG DIST 30,YVONNE LEIMSIDER,36-41 28TH ST,LONG ISLAND CITY,7189371463,"6-8, UE, US",1,44,1,0,,,
343000010212,PS 212,2020,34300001,NYC GEOG DIST 30,CARIN ELLIS,34-25 82ND ST,JACKSON HEIGHTS,7188986973,K-5,1,47,1,0,,,
343000010222,PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL,2020,34300001,NYC GEOG DIST 30,YVONNE MARRERO,86-15 37TH AVE,JACKSON HEIGHTS,7184292563,K-2,1,16,0,0,,,
343000010228,PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS,2020,34300001,NYC GEOG DIST 30,OLGA GUZMAN,32-63 93RD ST,EAST ELMHURST,7188995799,K-2,1,20,1,0,,,
343000010230,IS 230,2020,34300001,NYC GEOG DIST 30,RONALD ZIRIN,73-10 34TH AVE,JACKSON HEIGHTS,7183357648,"6-8, UE, US",1,83,3,0,,,
343000010234,PS 234,2020,34300001,NYC GEOG DIST 30,DORA DANNER,30-15 29TH ST,ASTORIA,7189562760,"K-5, UE",1,30,1,0,,,
343000010235,ACADEMY FOR NEW AMERICANS,2020,34300001,NYC GEOG DIST 30,BETTY CARTAGENA,30-14 30TH ST,ASTORIA,7189564140,"6-8, UE",1,10,0,0,,,
343000010280,PS 280,2020,34300001,NYC GEOG DIST 30,LISA HIDALGO,34-20 94TH ST,JACKSON HEIGHTS,7184249031,K-5,1,41,1,0,,,
343000010291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,2020,34300001,NYC GEOG DIST 30,SARAH GOODMAN,1-50 51ST AVE,LONG ISLAND CITY,7186093300,"6-8, UE",1,39,0,1,,,
343000010300,30TH AVENUE SCHOOL (THE),2020,34300001,NYC GEOG DIST 30,MATT WILLARD,28-37 29TH ST,ASTORIA,7187260501,K-8,1,30,1,1,,,
343000010329,EAST ELMHURST COMMUNITY SCHOOL,2020,34300001,NYC GEOG DIST 30,RACHEL STAROBA-HALLENBECK,26-25 97TH ST,EAST ELMHURST,7185056050,K-5,1,35,1,0,,,
343000010361,WOODSIDE COMMUNITY SCHOOL (THE),2020,34300001,NYC GEOG DIST 30,NAYEON NAOMI HWANG,39-07 57TH ST,FLUSHING,7185923300,K-4,1,27,0,0,,,
343000010384,PS 384,2020,34300001,NYC GEOG DIST 30,CHRISTINE BRITTON,27-35 JACKSON AVE,LONG ISLAND CITY,7183914667,K-1,1,6,0,0,,,
343000010398,PS 398,2020,34300001,NYC GEOG DIST 30,ERICA URENA-THUS,69-01 34TH AVE,WOODSIDE,9294637200,K,0,6,0,0,,,
343000011227,IS 227 LOUIS ARMSTRONG,2020,34300001,NYC GEOG DIST 30,HELEN PONELLA,32-02 JUNCTION BLVD,EAST ELMHURST,7183357500,"5-8, UE, US",1,96,2,0,,,
343000011258,ENERGY TECH HIGH SCHOOL,2020,34300001,NYC GEOG DIST 30,HOPE BARTER,36-41 28TH ST,LONG ISLAND CITY,7184720536,9-12,1,44,1,3,,,
343000011286,YOUNG WOMENS LEADERSHIP SCHOOL,2020,34300001,NYC GEOG DIST 30,LISA LAURITZEN,23-15 NEWTOWN AVE,LONG ISLAND CITY,7182672839,"6-12, US",1,44,2,0,,,
343000011301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,2020,34300001,NYC GEOG DIST 30,EDGAR RODRIGUEZ,1-50 51ST AVE,LONG ISLAND CITY,7186093330,9-12,1,43,1,2,,,
343000011445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2020,34300001,NYC GEOG DIST 30,NAMITA DWARKA,48-10 31ST AVE,LONG ISLAND CITY,7187215404,"9-12, US",1,158,9,1,,,
343000011450,LONG ISLAND CITY HIGH SCHOOL,2020,34300001,NYC GEOG DIST 30,VIVIAN SELENIKAS,14-30 BROADWAY,LONG ISLAND CITY,7185457095,"9-12, US",1,151,8,5,,,
343000011501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2020,34300001,NYC GEOG DIST 30,DONNA FINN,35-12 35TH AVE,LONG ISLAND CITY,7183619920,9-12,1,58,4,1,,,
343000011502,INFORMATION TECHNOLOGY HIGH SCHOOL,2020,34300001,NYC GEOG DIST 30,JOSEPH REED,21-16 44TH RD,LONG ISLAND CITY,7189374270,"9-12, US",1,73,5,0,,,
343000011555,NEWCOMERS HIGH SCHOOL,2020,34300001,NYC GEOG DIST 30,ORLANDO SARMIENTO,28-01 41ST AVE,LONG ISLAND CITY,7189376005,9-12,1,64,3,0,,,
343000011575,ACADEMY OF AMERICAN STUDIES,2020,34300001,NYC GEOG DIST 30,WILLIAM BASSELL,28-04 41ST AVE,LONG ISLAND CITY,7183618786,"9-12, US",1,54,3,0,,,
343000011580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2020,34300001,NYC GEOG DIST 30,KELLY JOHNSON,34-12 36TH AVE,LONG ISLAND CITY,7183615275,"7-12, US",1,40,1,0,,,
343000860822,RENAISSANCE CHARTER SCHOOL (THE),2020,,,STACEY GAUTHIER,35-59 81ST ST,JACKSON HEIGHTS,7188030060,K-12,1,0,1,1,,,
343000860836,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,2020,,,BRIAN FERGUSON,36-12 35TH AVE,ASTORIA,7183923405,K-8,2,54,1,1,99,28,19
343000860932,VOICE CHARTER SCHOOL OF NEW YORK,2020,,,FRANKLIN HEADLEY,36-24 12TH ST,LONG ISLAND CITY,7183611694,K-8,1,0,0,4,,,
343000860952,GROWING UP GREEN CHARTER SCHOOL,2020,,,MATTHEW GREENBERG,39-27 28TH ST,LONG ISLAND CITY,3476424306,"K-8, US",0,0,0,0,,,
343000860998,ACADEMY OF THE CITY CHARTER SCHOOL,2020,,,RICHARD LEE,31-29 60TH ST,WOODSIDE,7184879857,K-6,0,0,0,0,,,
343000861152,VALENCE COLLEGE PREP CHARTER SCHOOL,2020,,,MITCHELL FLAX,75-01 31ST AVE,EAST ELMHURST,6468548414,5,1,12,0,0,95,,
353100010000,NEW YORK CITY GEOGRAPHIC DISTRICT #31,2020,35310001,NYC GEOG DIST 31,JESSICA JENKINS,715 OCEAN TERR-RM 129,STATEN ISLAND,7184205667,"PK-12, UE, US",70,4566,149,55,97,8,10
353100010001,PS 1 TOTTENVILLE,2020,35310001,NYC GEOG DIST 31,GRACE SILBERSTEIN,58 SUMMIT ST,STATEN ISLAND,7189840960,K-5,1,33,0,1,,,
353100010002,IS 2 GEORGE L EGBERT,2020,35310001,NYC GEOG DIST 31,ADRIENNE STALLONE,333 MIDLAND AVE,STATEN ISLAND,7189875336,"6-8, UE",1,76,2,0,,,
353100010003,PS 3 MARGARET GIOIOSA SCHOOL (THE),2020,35310001,NYC GEOG DIST 31,JUDITH WILSON,80 S GOFF AVE,STATEN ISLAND,7189841021,"K-5, UE",1,45,0,1,,,
353100010004,PS 4 MAURICE WOLLIN,2020,35310001,NYC GEOG DIST 31,SUZANNE DIMITRI,200 NEDRA LANE,STATEN ISLAND,7189841197,K-5,1,71,2,1,,,
353100010005,PS 5 HUGUENOT,2020,35310001,NYC GEOG DIST 31,LISA ARCURI,348 DEISIUS ST,STATEN ISLAND,7186683270,K-5,1,24,1,0,,,
353100010006,PS 6 CPL ALLAN F KIVLEHAN SCHOOL,2020,35310001,NYC GEOG DIST 31,CYNTHIA DIFOLCO,555 PAGE AVE,STATEN ISLAND,7186973760,K-5,1,48,1,1,,,
353100010007,IS 7 ELIAS BERNSTEIN,2020,35310001,NYC GEOG DIST 31,NORA DE ROSA,1270 HUGUENOT AVE,STATEN ISLAND,7186978488,"6-8, UE, US",1,76,2,1,,,
353100010008,PS 8 SHIRLEE SOLOMON,2020,35310001,NYC GEOG DIST 31,LISA ESPOSITO,112 LINDENWOOD RD,STATEN ISLAND,7183562800,K-5,1,31,0,0,,,
353100010009,NAPLES STREET ELEMENTARY SCHOOL,2020,35310001,NYC GEOG DIST 31,DEANNA MARCO,1055 TARGEE ST,STATEN ISLAND,7188764610,K-5,1,34,1,0,,,
353100010010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,2020,35310001,NYC GEOG DIST 31,JENNIFER GONZALEZ-FUNES,80 MONROE AVE,STATEN ISLAND,7184205115,K-5,1,21,1,0,,,
353100010011,PS 11 THOMAS DONGAN SCHOOL,2020,35310001,NYC GEOG DIST 31,ERICA MATTERA,50 JEFFERSON ST,STATEN ISLAND,7189791030,K-5,1,23,0,0,,,
353100010013,PS 13 M L LINDENMEYER,2020,35310001,NYC GEOG DIST 31,PAUL MARTUCCIO,191 VERMONT AVE,STATEN ISLAND,7184471462,K-5,1,60,2,0,,,
353100010016,PS 16 JOHN J DRISCOLL,2020,35310001,NYC GEOG DIST 31,VINCENZA GALLASSIO,80 MONROE AVE,STATEN ISLAND,7184470124,"K-5, UE",1,40,1,1,,,
353100010018,PS 18 JOHN G WHITTIER,2020,35310001,NYC GEOG DIST 31,ROBERT RODRIGUEZ,221 BROADWAY,STATEN ISLAND,7184420216,"K-5, UE",1,37,2,1,,,
353100010019,PS 19 CURTIS SCHOOL (THE),2020,35310001,NYC GEOG DIST 31,MARY PETRONE,780 POST AVE,STATEN ISLAND,7184423860,"K-5, UE",1,39,1,0,,,
353100010020,PS 20 PORT RICHMOND,2020,35310001,NYC GEOG DIST 31,MARIE MUNOZ,161 PARK AVE,STATEN ISLAND,7184424110,K-5,1,37,0,1,,,
353100010021,PS 21 MARGARET EMERY-ELM PARK,2020,35310001,NYC GEOG DIST 31,GINA MORENO,168 HOOKER PL,STATEN ISLAND,7188163300,"K-5, UE",1,33,0,1,,,
353100010022,PS 22 GRANITEVILLE,2020,35310001,NYC GEOG DIST 31,MELISSA LAMB-DONATH,1860 FOREST AVE,STATEN ISLAND,7184422219,"K-5, UE",1,67,3,2,,,
353100010023,PS 23 RICHMONDTOWN,2020,35310001,NYC GEOG DIST 31,PAUL PROSCIA,30 NATICK ST,STATEN ISLAND,7183511155,K-5,1,41,0,0,,,
353100010024,IS 24 MYRA S BARNES,2020,35310001,NYC GEOG DIST 31,LENNY SANTAMARIA,750 DURANT AVE,STATEN ISLAND,7189824700,"6-8, UE, US",1,103,3,1,,,
353100010026,PS 26 CARTERET SCHOOL (THE),2020,35310001,NYC GEOG DIST 31,LAURA KUMP,4108 VICTORY BLVD,STATEN ISLAND,7186981530,K-5,1,23,0,0,,,
353100010027,IS 27 ANNING S PRALL,2020,35310001,NYC GEOG DIST 31,TRACEY KORNISH,11 CLOVE LAKE PL,STATEN ISLAND,7189818800,"6-8, US",1,72,2,0,,,
353100010028,EAGLE ACADEMY OF STATEN ISLAND,2020,35310001,NYC GEOG DIST 31,JERMAINE CAMERON,101 WARREN ST,STATEN ISLAND,7187276201,"6-11, US",1,35,2,0,,,
353100010029,PS 29 BARDWELL,2020,35310001,NYC GEOG DIST 31,LINDA MANFREDI,1581 VICTORY BLVD,STATEN ISLAND,7185564400,"K-5, UE",0,42,1,0,,,
353100010030,PS 30 WESTERLEIGH,2020,35310001,NYC GEOG DIST 31,ALAN IHNE,200 WARDWELL AVE,STATEN ISLAND,7184420462,K-5,1,56,0,1,,,
353100010031,PS 31 WILLIAM T DAVIS,2020,35310001,NYC GEOG DIST 31,LINDA WOOLVERTON,55 LAYTON AVE,STATEN ISLAND,7182733500,K-5,1,37,1,1,,,
353100010032,PS 32 GIFFORD SCHOOL (THE),2020,35310001,NYC GEOG DIST 31,NANCY SPATARO-BELLOCCH,32 ELVERTON AVE,STATEN ISLAND,7189841688,K-5,1,37,0,1,,,
353100010034,IS 34 TOTTENVILLE,2020,35310001,NYC GEOG DIST 31,JOHN BOYLE,528 ACADEMY AVE,STATEN ISLAND,7184774500,"6-8, UE, US",1,84,3,1,,,
353100010035,PS 35 CLOVE VALLEY SCHOOL (THE),2020,35310001,NYC GEOG DIST 31,MELISSA GAROFALO,60 FOOTE AVE,STATEN ISLAND,7184423037,K-5,1,27,1,0,,,
353100010036,PS 36 J C DRUMGOOLE,2020,35310001,NYC GEOG DIST 31,BARBARA BELLAFATTO,255 IONIA AVE,STATEN ISLAND,7189841422,K-5,1,53,0,1,,,
353100010038,PS 38 GEORGE CROMWELL,2020,35310001,NYC GEOG DIST 31,EVERLIDYS ROBLES,421 LINCOLN AVE,STATEN ISLAND,7183511225,"K-5, UE",1,30,0,1,,,
353100010039,PS 39 FRANCIS J MURPHY JR,2020,35310001,NYC GEOG DIST 31,TRACEY WRIGHT,99 MACFARLAND AVE,STATEN ISLAND,7184474543,K-5,1,39,0,0,,,
353100010041,PS 41 NEW DORP,2020,35310001,NYC GEOG DIST 31,ELISE FELDMAN,216 CLAWSON ST,STATEN ISLAND,7183516777,"K-5, UE",1,43,0,0,,,
353100010042,PS 42 ELTINGVILLE,2020,35310001,NYC GEOG DIST 31,BRIAN SHARKEY,380 GENESEE AVE,STATEN ISLAND,7189843800,"K-5, UE",1,64,1,1,,,
353100010044,PS 44 THOMAS C BROWN,2020,35310001,NYC GEOG DIST 31,JOSEPH MILLER,80 MAPLE PKWY,STATEN ISLAND,7184420433,"K-5, UE",1,56,2,1,,,
353100010045,PS 45 JOHN TYLER,2020,35310001,NYC GEOG DIST 31,CHRISTINE CHAVEZ,58 LAWRENCE AVE,STATEN ISLAND,7184426123,K-5,1,52,1,1,,,
353100010046,PS 46 ALBERT V MANISCALCO,2020,35310001,NYC GEOG DIST 31,ANDREA MAFFEO,41 REID AVE,STATEN ISLAND,7189875155,K-5,1,23,0,0,,,
353100010048,PS 48 WILLIAM C WILCOX,2020,35310001,NYC GEOG DIST 31,JACQUELINE MAMMOLITO,1050 TARGEE ST,STATEN ISLAND,7184478323,"K-8, UE",1,63,1,0,,,
353100010049,IS 49 BERTHA A DREYFUS,2020,35310001,NYC GEOG DIST 31,LINDA HILL,101 WARREN ST,STATEN ISLAND,7187276040,"6-8, US",1,50,1,1,,,
353100010050,PS 50 FRANK HANKINSON,2020,35310001,NYC GEOG DIST 31,JOSEPH SANTELLO,200 ADELAIDE AVE,STATEN ISLAND,7189870396,K-5,1,44,1,1,,,
353100010051,IS 51 EDWIN MARKHAM,2020,35310001,NYC GEOG DIST 31,NICHOLAS MELE,80 WILLOWBROOK RD,STATEN ISLAND,7189810502,"6-8, UE, US",1,102,3,2,,,
353100010052,PS 52 JOHN C THOMPSON,2020,35310001,NYC GEOG DIST 31,JANE MCCORD,450 BUEL AVE,STATEN ISLAND,7183515454,"K-5, UE",1,40,0,1,,,
353100010053,PS 53 BAY TERRACE,2020,35310001,NYC GEOG DIST 31,ANNETTE ESPOSITO,330 DURANT AVE,STATEN ISLAND,7189878020,"K-5, UE",1,47,1,0,,,
353100010054,PS 54 CHARLES W LENG,2020,35310001,NYC GEOG DIST 31,KAREN CATANZAROLAROSA,1060 WILLOWBROOK RD,STATEN ISLAND,7186980600,"K-5, UE",1,49,0,0,,,
353100010055,PS 55 HENRY M BOEHM,2020,35310001,NYC GEOG DIST 31,SHARON FISHMAN,54 OSBORNE ST,STATEN ISLAND,7186975200,K-5,1,41,0,1,,,
353100010056,PS 56 LOUIS DESARIO SCHOOL (THE),2020,35310001,NYC GEOG DIST 31,DEAN SCALI,250 KRAMER AVE,STATEN ISLAND,7186051189,"K-5, UE",1,41,1,1,,,
353100010057,PS 57 HUBERT H HUMPHREY,2020,35310001,NYC GEOG DIST 31,KARYN LIND,140 PALMA DR,STATEN ISLAND,7184471191,"K-5, UE",1,42,2,0,,,
353100010058,SPACE SHUTTLE COLUMBIA SCHOOL,2020,35310001,NYC GEOG DIST 31,MICHAEL LA MORTE,77 MARSH AVE,STATEN ISLAND,7187612155,"K-5, UE",1,52,1,1,,,
353100010059,HARBOR VIEW SCHOOL (THE),2020,35310001,NYC GEOG DIST 31,CAROL MONGIELLO,300 RICHMOND TERR,STATEN ISLAND,7183902190,K-5,1,22,0,0,,,
353100010060,PS 60 ALICE AUSTEN,2020,35310001,NYC GEOG DIST 31,DONNA BONANNO,55 MERRILL AVE,STATEN ISLAND,7187613325,"K-5, UE",1,57,1,1,,,
353100010061,IS 61 WILLIAM A MORRIS,2020,35310001,NYC GEOG DIST 31,SUSAN TRONOLONE,445 CASTLETON AVE,STATEN ISLAND,7187278481,"6-8, UE",1,79,3,1,,,
353100010062,KATHLEEN GRIMM SCHOOL FOR LEADERSHIP,2020,35310001,NYC GEOG DIST 31,LISA SARNICOLA,644 BLOOMINGDALE RD,STATEN ISLAND,7186688640,K-4,1,25,0,0,,,
353100010063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,2020,35310001,NYC GEOG DIST 31,CARA DEANGELO,100 ESSEX DR,STATEN ISLAND,7183706850,6-8,1,36,1,0,,,
353100010065,PS 65 ACADEMY OF INNOVATIVE LEARNING (THE),2020,35310001,NYC GEOG DIST 31,SOPHIE SCAMARDELLA,98 GRANT ST,STATEN ISLAND,7189815034,K-5,1,32,1,0,,,
353100010068,PORT RICHMOND SCHOOL FOR VISIONARY,2020,35310001,NYC GEOG DIST 31,LORRIE BROWN,1625 FOREST AVE,STATEN ISLAND,7188163377,K-3,1,18,0,0,,,
353100010069,PS 69 DANIEL D TOMPKINS,2020,35310001,NYC GEOG DIST 31,DOREEN MURPHY,144 KEATING PL,STATEN ISLAND,7186986661,"K-5, UE",1,92,0,1,,,
353100010072,IS 72 ROCCO LAURIE,2020,35310001,NYC GEOG DIST 31,PETER MACELLARI,33 FERNDALE AVE,STATEN ISLAND,7186985757,"6-8, US",1,115,3,1,,,
353100010074,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,2020,35310001,NYC GEOG DIST 31,NICOLE REID-CHRISTOPHER,211 DANIEL LOW TERR,STATEN ISLAND,7187275380,"K-5, UE",1,26,1,1,,,
353100010075,IS 75 FRANK D PAULO,2020,35310001,NYC GEOG DIST 31,KENNETH ZAPATA,455 HUGUENOT AVE,STATEN ISLAND,7187016343,"6-8, UE, US",1,110,5,1,,,
353100010078,PS 78,2020,35310001,NYC GEOG DIST 31,LOUIS BRUSCHI,100 TOMPKINS AVE,STATEN ISLAND,7184423094,"K-5, UE",1,63,2,1,,,
